SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.0372298188,59,0,0.098100039,3351.4,7,0,0,0,3.0
0,0.9749540844,48,0,0.367071968,3954.6,5,0,0,0,0.0
0,1.0317254616,29,0,0.286812764,3380.0,4,0,0,0,2.0
0,0.0,40,0,5.0,0.0,8,0,0,0,0.0
0,0.00021680039999999999,75,0,0.141118472,8437.0,16,0,1,0,2.0
0,0.269020422,39,0,0.439944134,10237.5,10,0,1,0,2.0
0,0.12595125119999998,55,1,2.196257198,2707.9,12,0,2,0,0.0
1,0.0,55,1,0.0,747.5,1,0,0,0,0.0
0,0.9643789368,41,1,0.563406099,7800.0,6,0,2,0,1.0
0,0.2793561612,65,1,0.236337551,9965.800000000001,21,0,1,0,0.0
0,0.125914404,48,0,5.0,7020.0,5,0,2,0,0.0
0,0.0,37,0,0.37194049,8125.0,6,0,1,0,2.0
0,1.19999988,72,0,0.148870182,2932.8,3,0,0,0,0.0
0,0.5323515372,53,0,0.253686578,5200.0,6,0,0,0,1.0
0,0.7426152456,43,0,0.166474179,7878.0,2,0,0,0,4.0
0,0.32141388600000004,67,0,0.406158747,4895.8,13,0,0,0,0.0
0,0.2621345256,39,0,0.489688789,10400.0,10,0,1,0,0.0
0,0.0114251004,40,0,5.0,7020.0,8,0,0,0,0.0
0,0.053929731599999996,71,0,0.208721011,9360.0,8,0,1,0,0.0
0,0.5115253115999999,42,0,0.471141375,4007.9,9,0,0,0,1.0
1,0.8582936412000001,61,0,0.358997395,14469.0,17,0,1,0,0.0
1,0.0,51,0,5.0,7020.0,3,0,0,0,0.0
0,0.0,31,0,0.051438729,11700.0,3,0,0,0,0.0
0,0.0959740608,39,1,0.700302255,5590.0,13,0,3,0,1.0
0,0.7957305767999999,43,2,1.024895021,4332.900000000001,12,0,3,0,2.0
0,0.0373228512,38,0,5.0,7020.0,4,0,1,0,0.0
0,0.0,60,0,0.074342439,17940.0,8,0,1,0,0.0
0,0.04090944,86,0,0.026244953,1930.5,16,0,0,0,0.0
0,0.0520553868,61,0,0.214571379,7475.0,14,0,1,0,0.0
0,1.0236097824,61,0,0.384272396,6412.900000000001,11,0,0,0,0.0
0,0.5721618359999999,69,0,5.0,904.8000000000001,16,0,2,0,0.0
0,0.1027278024,37,0,0.162917519,5720.0,20,0,0,0,0.0
0,0.0385109388,73,0,5.0,7020.0,11,0,2,0,0.0
0,1.0042553196,72,0,0.243163775,4420.0,7,0,0,0,0.0
0,0.3364294224,47,0,0.873590982,4842.5,11,0,1,0,4.0
0,0.0358275672,70,0,5.0,7020.0,7,0,0,0,0.0
0,0.049938800400000004,30,0,0.617665749,6136.0,10,0,2,0,4.0
0,0.6167253372,40,0,5.0,7020.0,7,0,1,0,0.0
0,0.9483794567999999,48,0,0.492095869,7646.6,10,0,1,0,0.0
0,0.35724275759999996,35,0,0.540568836,7449.0,11,0,1,0,1.0
0,0.0,69,0,0.0,9804.6,4,0,0,0,0.0
1,1.19999988,34,1,0.59141143,4115.8,4,1,1,1,2.0
0,0.0,43,0,0.377931285,7150.0,4,0,1,0,4.0
0,0.1209006168,41,0,0.086485586,7800.0,11,0,0,0,0.0
0,0.04193253,74,0,0.368610511,5415.8,9,0,1,0,0.0
0,0.41750532719999994,51,0,0.620534103,7203.3,13,0,3,0,1.0
0,0.4047877332,64,0,5.0,7020.0,17,0,3,0,0.0
0,0.024998958,53,0,5.0,7020.0,7,0,1,0,0.0
0,0.6693227088,32,1,0.888194878,2080.0,7,0,0,1,4.0
0,0.0673215636,64,0,0.347978586,7040.8,13,0,1,0,0.0
0,0.045634341599999996,55,1,0.500141163,9207.9,19,0,2,0,0.0
0,0.08447758679999999,44,1,0.226037126,26540.8,10,0,2,0,4.0
0,0.1609175124,38,1,5.0,7020.0,4,0,0,0,0.0
0,0.17636201999999998,63,0,0.375675951,12740.0,23,0,2,0,0.0
0,0.303108444,56,0,5.0,7020.0,8,0,1,0,0.0
0,0.269415462,40,1,5.0,7020.0,8,0,1,0,0.0
0,1.008276174,42,0,5.0,0.0,7,0,0,0,4.0
0,0.025814821199999997,49,0,0.149974581,7670.0,7,0,1,0,2.0
0,0.057584354399999996,58,0,0.279588565,9730.5,6,0,1,0,2.0
0,0.0,24,0,0.0,1300.0,2,0,0,0,0.0
0,0.13554350399999998,58,0,5.0,1.3,8,0,2,0,0.0
0,1.19999988,60,2,5.0,7020.0,12,2,0,0,0.0
0,0.5422915416,41,0,5.0,7020.0,9,0,2,0,1.0
0,0.4452794184,47,0,0.392768579,16250.0,13,0,1,0,0.0
0,0.0742002264,49,0,5.0,7020.0,6,0,2,0,0.0
0,0.0,53,0,0.306481755,13215.800000000001,8,0,1,0,0.0
0,0.4483109808,69,0,5.0,7020.0,7,0,2,0,0.0
0,0.025680710399999997,56,0,0.270236954,9490.0,11,0,1,0,0.0
0,0.2113299,50,1,0.259534352,9100.0,10,0,2,0,0.0
0,0.2536719636,47,0,5.0,7020.0,8,0,1,0,0.0
0,0.0009749388,41,0,0.22873457,15480.4,7,0,3,0,1.0
0,0.0214383708,77,0,5.0,7020.0,12,0,2,0,0.0
0,1.176928992,41,1,0.644361504,4875.0,15,0,2,0,2.0
0,0.3455934792,84,1,5.0,7020.0,15,0,1,0,0.0
0,0.5813549988,47,1,0.733531943,11780.6,21,0,2,0,5.0
1,1.19999988,38,1,0.386823891,5070.0,3,1,1,2,2.0
0,0.4338388944,65,0,5.0,7020.0,1,0,0,0,1.0
0,0.07480263599999999,80,0,0.015558699,7351.5,4,0,0,0,0.0
0,0.1669405788,54,0,0.231471066,10400.0,7,0,1,0,2.0
0,0.005695487999999999,52,0,0.0046811,2220.4,10,0,0,0,2.0
0,0.6216379404,59,0,1.028911105,4810.0,17,0,2,0,0.0
0,0.9450249455999999,56,0,0.608878224,6500.0,6,0,2,0,0.0
0,0.790064094,45,1,5.0,7020.0,16,0,1,0,0.0
0,0.00476103,47,0,0.315900788,6760.0,13,0,2,0,0.0
0,0.0182825088,64,0,5.0,7020.0,11,0,2,0,0.0
0,0.0,39,0,5.0,7020.0,4,0,0,0,0.0
0,0.0367343532,51,0,5.0,7020.0,7,0,2,0,0.0
0,0.9819490739999999,58,0,5.0,7020.0,4,0,1,0,0.0
0,0.4873843812,55,0,0.795867355,7800.0,9,0,2,0,3.0
0,0.090955452,38,0,0.494755769,13013.0,5,0,1,0,3.0
0,0.0353823084,38,0,0.289311281,5265.0,6,0,1,0,0.0
0,0.24295425,57,0,5.0,7020.0,10,0,1,0,1.0
0,0.0,29,0,0.460181155,11050.0,10,0,1,0,2.0
0,0.0,49,2,0.346219768,6825.0,7,0,1,0,0.0
0,0.024180802799999998,66,0,0.19896961,19932.9,9,0,1,0,0.0
0,0.1129182516,40,0,0.245625729,7800.0,3,0,1,0,0.0
0,0.0028963523999999997,72,0,5.0,7020.0,1,0,0,0,0.0
0,0.90869826,51,5,5.0,7020.0,5,1,1,0,0.0
0,0.035158242,61,0,5.0,7020.0,4,0,1,0,0.0
0,1.013596722,34,0,0.295327822,6760.0,6,0,0,0,3.0
0,0.019291566,40,0,0.267053701,8060.0,3,0,1,0,0.0
0,0.8064642324,52,0,1.285188108,4940.0,13,0,1,0,0.0
0,0.520897404,39,0,0.535340314,5957.900000000001,10,0,2,0,0.0
0,0.9905134619999999,45,0,0.744806621,7696.0,10,0,1,0,1.0
1,0.33756405240000004,23,1,0.165889407,1950.0,10,0,0,0,1.0
0,0.2732782932,69,0,0.655825703,4115.8,8,0,1,0,0.0
0,0.22721380199999996,60,0,0.701716381,7800.0,15,0,2,0,0.0
0,0.053757311999999995,55,0,0.210147671,6865.3,6,0,1,0,0.0
0,0.026938653599999998,82,0,0.128712871,130.0,5,0,0,0,0.0
0,0.6525537924,47,1,5.0,7020.0,3,3,1,1,0.0
0,0.0316354044,65,0,0.122311631,8884.2,4,0,1,0,1.0
0,1.19999988,21,98,0.0,7020.0,0,98,0,98,0.0
1,0.7970088696,62,2,0.478468113,7907.900000000001,19,1,2,0,1.0
0,0.5238003192,40,0,0.481268764,9958.0,13,0,2,0,3.0
0,0.0,59,0,0.316534777,3120.0,4,0,0,0,1.0
0,0.0650472396,37,1,0.231794701,7800.0,10,0,0,0,1.0
0,1.2681640343999998,45,1,0.025762231,10999.300000000001,4,1,0,0,0.0
0,0.045838854,81,0,5.0,7020.0,8,0,1,0,0.0
0,0.5965044216,65,0,0.61479815,10400.0,13,0,3,0,1.0
0,0.020726330399999996,85,0,5.0,7020.0,1,0,0,0,0.0
0,0.4302555516,44,0,0.768759979,4884.1,16,0,1,0,3.0
0,0.1295867532,77,0,5.0,7020.0,7,0,0,0,0.0
0,0.0638723364,64,0,0.21826058,3900.0,8,0,0,0,3.0
0,0.020279493599999997,85,0,0.133880757,3640.0,3,0,0,0,0.0
0,0.1399152768,79,0,0.098609444,18415.8,8,0,1,0,0.0
0,0.7908081348,50,0,0.564160685,10322.0,10,0,3,0,2.0
0,0.0014749691999999999,68,0,0.15773883,5265.0,7,0,0,0,0.0
0,0.0506306688,64,0,0.68707483,12038.0,26,0,3,0,0.0
0,0.003119274,46,0,0.753623188,2600.0,16,0,1,0,1.0
0,0.0118803012,53,0,0.28943642,4589.0,9,0,1,0,1.0
0,0.5379573047999999,34,0,0.152410575,5850.0,7,0,0,0,3.0
0,0.9012193799999999,41,0,0.852530723,6240.0,8,0,2,0,0.0
0,0.0048731256,52,0,5.0,7020.0,4,0,1,0,0.0
0,0.4218606324,52,1,0.892123097,11700.0,20,0,3,1,3.0
0,1.19999988,60,0,5.0,7020.0,6,0,2,0,1.0
0,1.127756706,78,0,0.492972232,3790.8,15,0,2,0,0.0
0,0.6967534103999999,74,0,0.454590902,7800.0,10,0,1,0,0.0
0,0.0044665428,50,0,0.923845194,1040.0,5,0,1,0,0.0
0,0.3526940604,34,0,0.249006144,7192.900000000001,13,0,1,0,0.0
0,0.9511426355999999,74,0,0.433365759,2671.5,4,0,0,0,1.0
0,0.0,28,0,0.188405797,2600.0,10,0,0,0,0.0
0,0.35705674800000003,55,0,0.292233436,5924.1,15,0,1,1,1.0
0,0.049315068000000004,71,0,0.291567696,2187.9,5,0,1,0,0.0
0,0.0841715424,32,0,0.251560311,10205.0,5,0,2,0,0.0
0,0.0,67,0,0.44403183,2449.2000000000003,7,0,1,0,0.0
0,0.06585267239999999,43,0,0.397293973,7397.0,8,0,1,0,1.0
0,0.010413194399999999,49,0,0.386306847,2600.0,6,0,1,0,0.0
0,0.4030598472,43,0,0.214367636,12467.0,5,0,1,0,7.0
1,1.2279534108,33,1,0.219471554,5460.0,3,1,1,0,1.0
0,1.3661784287999998,29,0,0.023059185,1690.0,2,0,0,1,1.0
0,0.0561524064,73,0,0.429285654,15340.0,8,0,2,0,1.0
0,0.06977707799999999,59,0,0.069655057,7800.0,11,0,0,0,0.0
0,0.0012278783999999999,72,0,0.000282646,4598.1,6,0,0,0,1.0
0,0.2607130956,66,0,0.622216534,5077.8,7,0,2,0,0.0
0,0.046097030399999996,57,0,0.052688993,23832.9,8,0,1,0,0.0
0,0.0,91,1,0.0,7020.0,3,0,0,0,0.0
0,1.19999988,30,0,0.712158809,2618.2000000000003,11,0,0,0,2.0
0,0.0,33,0,0.566327442,7280.0,5,0,1,0,3.0
0,0.06701194799999999,70,0,0.314452312,3120.0,8,0,1,0,0.0
1,1.0108419839999998,26,2,0.043304464,1950.0,3,0,0,1,0.0
0,1.19999988,55,1,0.294037012,3792.1,1,0,1,0,0.0
0,0.0645505356,43,1,0.341931614,4332.900000000001,3,0,1,0,1.0
0,0.0,66,0,5.0,7020.0,7,0,3,0,0.0
0,0.8042795723999999,67,0,0.151670951,4550.0,4,0,0,0,0.0
0,0.0157656084,43,0,0.232979388,2080.0,3,0,1,0,0.0
1,1.19999988,28,98,0.033707865,1618.5,0,98,0,98,0.0
0,0.056362494,82,0,5.0,7020.0,6,0,0,0,0.0
0,0.08121645,49,1,0.210093672,6799.0,9,0,1,1,0.0
0,0.0167819544,56,0,0.577078289,4830.8,13,0,2,0,1.0
0,0.5100580403999999,57,0,0.656557998,10286.9,10,0,2,0,1.0
0,0.2257498512,56,1,0.424762278,13260.0,21,0,2,0,0.0
0,0.017227956,64,0,0.001446037,9887.800000000001,6,0,0,0,0.0
0,0.215748504,66,0,0.278944425,25565.8,26,0,2,0,0.0
0,0.48740158799999994,49,0,0.188710083,10338.9,9,0,0,0,1.0
1,0.6769230768,26,0,0.003331113,1950.0,1,2,0,0,0.0
1,0.2463046464,55,1,0.255372314,2600.0,3,0,0,1,2.0
0,0.7137029448,45,0,0.487394958,4485.0,8,0,1,0,2.0
0,0.2865404928,49,0,0.444502075,10024.300000000001,26,0,2,0,2.0
0,0.0671664168,67,0,5.0,7020.0,3,0,0,0,0.0
1,1.19999988,35,1,0.107934055,5045.3,1,1,0,0,1.0
0,0.1291373784,88,1,0.310125432,7150.0,10,0,2,0,0.0
0,0.9092654495999999,56,0,0.445755424,13000.0,7,0,1,0,1.0
0,0.0,63,0,0.526788003,5070.0,4,0,2,0,0.0
0,0.0,30,0,5.0,7020.0,4,0,2,0,0.0
0,0.6700009511999999,33,1,0.474167137,9207.9,10,0,1,0,0.0
1,0.1391304348,41,0,0.495624421,12625.6,49,0,2,0,4.0
0,0.01626486,87,0,0.000856653,4551.3,1,0,0,0,0.0
0,1.19999988,48,1,0.342346579,5527.6,2,1,1,0,2.0
0,0.2222818932,53,0,0.568123393,4550.0,12,0,2,0,0.0
1,1.19999988,27,0,0.164275798,2808.0,1,0,0,1,0.0
0,0.080423334,32,0,0.290665176,13952.9,10,0,1,0,0.0
0,0.3168610812,59,0,0.441730864,7930.0,15,0,1,0,1.0
0,1.19999988,56,0,5.0,7020.0,10,0,2,0,0.0
0,1.19999988,28,0,0.221467391,3825.9,1,0,0,0,0.0
0,0.23806430399999998,31,0,0.141239174,1950.0,3,0,0,0,1.0
1,0.23117505959999998,38,2,0.159473421,7800.0,7,1,0,0,3.0
0,0.00198141,68,0,5.0,7020.0,13,0,1,0,0.0
0,0.0058060776,32,0,0.034982509,2600.0,2,0,0,0,0.0
0,0.067645698,44,0,0.359768292,18850.0,10,0,2,0,1.0
0,0.1728755424,56,0,0.68712475,3896.1,17,0,2,0,2.0
0,0.06823330679999999,60,0,0.544810035,7150.0,11,0,2,0,0.0
0,1.19999988,54,0,0.245094409,3510.0,3,0,0,0,0.0
0,0.19017521399999998,64,0,5.0,7020.0,4,0,2,0,0.0
0,0.0315175248,40,0,5.0,7020.0,13,0,1,0,0.0
0,0.051485890799999996,43,0,0.081768692,11700.0,6,0,0,0,3.0
0,0.17191829760000002,56,0,0.113349046,12132.9,8,0,1,0,0.0
0,0.1559777712,65,0,0.415729034,11206.0,13,0,2,0,0.0
0,0.0349271568,78,0,0.05661821,5096.0,10,0,0,0,0.0
0,0.0120870852,61,0,0.001349197,10597.6,4,0,0,0,0.0
0,0.9254781299999999,62,1,0.647740904,3250.0,6,0,0,0,1.0
0,0.2289982752,52,0,0.310817425,18590.0,17,0,1,0,1.0
0,0.30519643199999996,58,0,0.230580037,25369.5,15,0,2,0,6.0
0,0.038996750399999995,75,0,5.0,7020.0,7,0,0,0,0.0
0,0.0079597344,80,0,5.0,7020.0,1,0,0,0,0.0
0,0.028867732799999997,69,0,0.0199877,4226.3,8,0,0,0,0.0
0,0.015779605199999998,65,0,0.003461006,5632.900000000001,2,0,0,0,1.0
0,0.006299475599999999,53,0,0.120575885,6500.0,15,0,0,0,1.0
0,0.031318434,72,0,0.009997369,4940.0,7,0,0,0,0.0
0,0.3340038816,51,0,5.0,7020.0,3,0,1,0,1.0
0,0.0886011084,48,0,0.349842135,20997.600000000002,14,0,3,0,2.0
1,0.0,27,0,0.065620542,910.0,2,0,0,0,0.0
0,0.6765850835999999,71,0,0.799342105,4741.1,7,0,1,0,0.0
0,1.19999988,35,0,5.0,7020.0,13,1,4,0,0.0
0,0.047779704,41,0,5.0,7020.0,4,0,0,0,0.0
0,0.7849995456,43,1,0.54576219,8450.0,8,0,1,1,1.0
0,0.08393025959999999,52,0,0.1759223,16595.8,8,0,1,0,3.0
0,0.049089421200000004,53,0,0.225641595,11700.0,4,0,1,0,0.0
1,0.8896054572,45,3,0.589703588,9165.0,11,1,1,0,1.0
1,0.5422073387999999,27,0,1.563106796,3480.1,14,0,3,0,1.0
0,0.0,43,0,0.0,1950.0,1,0,0,0,0.0
1,0.6360273767999999,42,0,0.32077987,7800.0,9,0,1,0,0.0
0,0.0579276648,62,0,0.140241839,42250.0,19,0,1,0,1.0
0,0.0493015608,49,0,0.045497831,12285.0,5,0,1,0,3.0
0,0.4046120184,59,0,5.0,7020.0,9,0,2,0,2.0
0,0.024587554799999998,41,0,0.236865897,12940.2,9,0,3,0,2.0
0,0.2710548972,42,0,0.08759562,8665.800000000001,6,0,0,0,0.0
0,1.003357314,44,1,0.153296834,5460.0,4,0,0,0,4.0
0,0.5349435144,25,0,0.022661631,5850.0,6,0,0,0,0.0
0,0.3701851404,39,1,0.192076945,13650.0,30,0,2,0,0.0
0,0.48500319119999996,41,0,0.213196701,5200.0,3,0,1,0,2.0
0,0.3450821364,37,1,0.072245983,11245.0,14,0,0,1,0.0
0,0.31248270959999996,47,0,0.473032714,10290.800000000001,6,0,1,0,0.0
0,0.7802027819999999,61,0,0.783073131,7909.2,22,0,1,0,1.0
0,0.3435840636,51,0,0.362399674,9555.0,12,0,2,0,0.0
0,0.6625103376,51,1,0.906623817,7280.0,9,0,1,0,3.0
0,0.0295943124,51,0,5.0,7020.0,6,0,2,0,0.0
0,0.2547543072,33,0,0.434235608,3408.6,3,0,1,0,1.0
0,0.27159063959999996,44,0,0.168324818,4833.400000000001,17,0,0,0,0.0
0,0.18590130119999998,28,0,0.238704518,3250.0,5,0,0,0,2.0
0,0.5981581104,65,0,0.833047652,7582.900000000001,18,0,2,0,2.0
0,0.23981729279999997,47,1,0.425823653,6825.0,11,0,1,0,1.0
0,0.1152748092,53,0,5.0,7020.0,8,0,0,0,0.0
0,0.24696207239999998,45,0,0.857992163,9620.0,13,0,2,0,0.0
0,0.0245522484,52,0,0.251915336,10010.0,8,0,1,0,0.0
0,0.0017800056,63,0,5.0,7020.0,11,0,3,0,0.0
0,0.0281224668,65,0,0.002039837,10832.9,5,0,0,0,0.0
0,0.460800432,47,0,0.366663004,11830.0,12,0,1,0,2.0
0,0.0876418212,46,0,0.187698557,24960.0,7,0,1,0,2.0
0,0.1155640968,62,0,5.0,7020.0,6,0,0,0,0.0
0,0.16960717079999998,61,0,0.457012282,4550.0,11,0,0,0,1.0
1,0.6636568848,26,0,0.815884477,4680.0,9,0,1,0,0.0
0,0.0,64,0,0.073538769,14300.0,9,0,1,0,0.0
0,1.19999988,49,0,0.346837242,3656.9,5,0,1,0,0.0
0,0.2505494508,24,0,0.007989348,975.0,3,0,0,0,0.0
0,0.3878740032,56,0,0.203311618,4787.900000000001,8,0,1,0,0.0
0,0.0,55,0,0.074359531,11974.300000000001,8,0,1,0,0.0
0,0.1898020392,54,0,0.316217909,8303.1,4,0,1,0,1.0
0,0.0,45,1,5.0,7020.0,4,0,1,0,0.0
0,0.05638839,58,0,0.176371308,1539.2,7,0,0,0,0.0
0,0.1255669608,47,0,0.033419023,4550.0,3,0,0,0,0.0
0,0.0009999624,93,0,0.0,3250.0,10,0,0,0,0.0
0,0.8786108915999999,35,0,1.211788212,1300.0,12,0,0,0,1.0
0,0.2063467272,78,0,0.166547636,9100.0,8,0,0,0,1.0
0,1.1347761768,48,0,0.289773527,9240.4,6,0,2,0,1.0
0,0.2049069036,36,0,0.070385476,9880.0,4,0,0,0,0.0
0,0.10413271680000001,87,0,5.0,7020.0,8,0,1,0,0.0
1,1.8609112704,45,3,0.268878019,8503.300000000001,6,13,0,1,0.0
0,0.7620198408,54,1,0.438842415,5748.6,15,0,1,0,0.0
0,0.09890988960000001,65,0,0.187743191,1335.1000000000001,4,0,0,0,0.0
0,0.0,45,0,0.006069261,3640.0,15,0,0,0,0.0
0,0.6039592079999999,55,0,0.454057468,4115.8,5,0,2,0,0.0
0,0.257120772,29,2,5.0,7020.0,12,0,0,0,0.0
0,0.12968991359999998,51,0,5.0,7020.0,2,0,0,0,0.0
0,0.3213273264,48,0,0.210533525,18980.0,12,0,2,0,4.0
0,0.052199100000000005,53,0,0.439252336,13630.5,5,0,3,0,3.0
0,1.19999988,52,0,0.0,7020.0,2,0,0,0,0.0
0,0.1763330052,41,0,0.128389729,10832.9,5,0,0,0,2.0
0,0.4806335496,28,0,0.099933378,1950.0,4,0,0,0,0.0
0,0.6860227956,54,0,0.012939654,11050.0,2,0,0,0,1.0
0,1.19999988,53,0,5.0,7020.0,2,0,1,0,0.0
0,1.19999988,75,0,0.0,1794.0,2,0,0,0,0.0
0,0.0346597932,77,0,0.340104568,15165.800000000001,19,0,5,0,1.0
0,0.286646862,54,0,0.367601751,8015.8,18,0,1,0,0.0
0,0.0610484736,62,0,0.157355021,7351.5,3,0,1,0,1.0
0,0.0584925768,40,0,0.168359628,6013.8,8,0,0,0,4.0
0,1.1123583156,57,1,5.0,7020.0,13,0,1,0,3.0
0,0.2679128664,42,1,0.353254832,5850.0,7,0,1,0,0.0
1,1.19999988,31,1,5.0,7020.0,2,0,1,0,0.0
0,0.0174557676,61,0,5.0,7020.0,7,0,0,0,1.0
0,0.42510861479999995,56,1,0.586470964,6110.0,10,0,3,0,1.0
0,0.0030746796,69,0,5.0,7020.0,20,0,0,0,0.0
0,0.3258125292,48,0,0.53014827,3944.2000000000003,7,0,1,0,3.0
0,0.0091409076,30,0,0.76521511,4954.3,9,0,1,0,0.0
0,0.0200727276,50,0,0.003142558,13650.0,20,1,0,0,0.0
0,0.25961331719999997,46,0,0.308703104,6825.0,9,0,3,0,2.0
0,0.23948693159999998,38,3,0.269715653,14125.800000000001,11,1,2,0,1.0
0,0.031382862,44,0,0.279879996,13431.6,15,0,1,0,0.0
0,1.0567535808,45,0,0.411248504,19553.3,6,0,2,0,1.0
0,0.09626463839999999,68,0,0.354825791,9737.0,8,0,1,0,0.0
0,0.9097551371999999,58,0,0.345488766,11050.0,7,0,2,0,0.0
0,1.19999988,29,0,0.0,7020.0,0,0,0,0,0.0
0,0.0748156032,29,0,0.291382114,3996.2000000000003,8,0,0,0,2.0
0,0.0163535004,39,0,0.080659945,15600.0,8,0,0,0,0.0
0,0.9242170271999999,43,0,0.113055182,6760.0,10,0,0,1,3.0
0,0.0,49,2,0.577305451,7582.900000000001,5,0,2,0,3.0
0,0.1058659728,67,0,0.210274618,17940.0,16,0,2,0,1.0
1,0.2813795028,52,0,0.471505699,6500.0,14,0,0,0,0.0
0,0.0665045076,41,0,0.206118612,7605.0,16,0,2,0,0.0
0,0.44048719080000004,43,0,0.384903731,7628.400000000001,9,0,1,0,0.0
0,0.014431945199999999,71,0,5.0,7020.0,6,0,2,0,0.0
0,0.5070404592,59,0,2.492744276,4030.0,8,0,2,0,0.0
0,0.796931844,75,0,1.021626298,4507.1,14,0,0,0,1.0
0,0.0787376976,48,1,5.0,7020.0,7,0,2,0,0.0
0,0.0139874556,66,0,0.237556997,20241.0,18,0,3,0,0.0
0,0.020225682,63,0,5.0,7020.0,3,0,1,0,0.0
0,0.050784428400000005,68,0,0.753892301,9100.0,19,0,3,0,0.0
0,0.5994353436,52,0,5.0,7020.0,7,0,1,0,0.0
0,0.005086008,39,0,0.528942116,650.0,6,0,0,0,1.0
0,0.9980980248,40,0,0.342461538,8448.7,9,0,0,0,1.0
0,1.1708165916,68,0,0.307617504,8019.700000000001,4,0,1,0,0.0
0,0.14326859279999998,71,0,0.115779346,4052.1000000000004,11,0,1,0,0.0
0,0.0160993296,51,0,5.0,7020.0,6,0,1,0,3.0
0,0.31696415159999997,48,0,0.470965966,14170.0,8,0,3,0,1.0
0,0.0692767092,46,0,0.207684229,14852.5,6,0,1,0,1.0
0,0.22159267559999998,52,0,0.382212039,6240.0,8,0,1,0,0.0
0,0.0,50,0,0.243522073,5417.1,11,0,2,0,0.0
0,0.0,72,0,0.16559565,10518.300000000001,8,0,1,0,0.0
0,0.0,62,0,5.0,7020.0,21,0,0,0,0.0
0,1.101665556,23,0,0.101910828,4693.0,4,0,0,0,2.0
0,0.021285223199999998,80,0,0.190545572,8028.8,6,0,0,0,0.0
0,0.30254811359999995,32,0,0.218551797,4917.900000000001,5,0,0,0,1.0
0,0.0492969876,70,0,0.281743651,6500.0,9,0,1,0,0.0
1,0.044220336,32,0,0.506070561,9100.0,7,0,2,0,0.0
0,1.1447116776,75,0,0.263894442,3250.0,7,1,0,0,0.0
0,0.661517976,34,1,0.316980415,6835.400000000001,4,0,1,0,2.0
0,0.1178740236,47,0,0.36505867,2990.0,6,0,1,0,1.0
1,0.2497461924,36,0,0.442980463,2860.0,5,1,0,1,2.0
0,0.023038848,73,0,0.006466784,2210.0,2,0,0,0,0.0
0,0.056313687599999995,40,0,5.0,7020.0,10,0,1,0,0.0
0,0.3364492716,62,0,0.878901373,1040.0,10,0,0,0,0.0
0,0.013590738,87,0,0.017349063,1872.0,7,0,0,0,0.0
0,0.9270835284,69,0,0.575106223,5200.0,18,0,1,0,0.0
0,0.0652396116,29,0,5.0,7020.0,5,0,0,0,0.0
0,0.0296975256,30,0,0.002908033,3575.0,5,0,0,0,0.0
0,0.1166623464,45,0,0.950146628,4875.0,5,0,1,0,2.0
0,0.051377148,87,0,0.147698894,3642.6,2,0,0,0,0.0
0,0.5632824432,82,0,0.203857816,20150.0,17,0,2,0,1.0
0,0.012688963199999998,75,0,0.005244755,2973.1,6,0,0,0,0.0
0,0.17560660919999999,53,1,0.333497902,5265.0,17,0,1,0,1.0
0,0.3885157656,29,0,0.395101664,2811.9,3,0,0,0,1.0
0,0.0,41,0,5.0,7020.0,5,0,1,0,0.0
0,0.7025614992,50,0,0.478137075,12782.9,12,0,2,0,2.0
1,1.1064870672,41,4,0.400343643,7564.7,12,1,2,0,3.0
0,0.0282419508,59,0,0.135197067,8508.5,10,0,1,0,0.0
1,1.092839442,69,5,5.0,3381.3,14,1,2,5,1.0
0,0.5921272128,51,0,0.308535317,16250.0,9,0,1,0,1.0
0,0.5346901559999999,41,1,5.0,7020.0,10,0,1,0,1.0
0,0.1521718272,38,0,0.270621563,7800.0,10,0,2,0,0.0
0,0.0,78,0,0.399244612,5850.0,9,0,2,0,1.0
0,0.1828665444,59,0,0.207180171,11694.800000000001,15,0,2,0,0.0
0,1.19999988,36,2,0.387808975,5415.8,3,1,1,0,2.0
0,0.4960807644,45,0,0.413746265,4784.0,9,0,1,0,0.0
0,0.46628159039999995,54,0,5.0,7020.0,9,0,2,0,0.0
0,1.8139534884,49,2,0.090818197,7800.0,2,0,0,0,1.0
1,1.2161973,30,3,0.30743013,5720.0,10,0,0,0,0.0
0,0.0326548104,85,0,5.0,7020.0,3,0,0,0,0.0
0,0.0323589216,46,0,0.700433189,3900.0,9,0,1,0,2.0
0,0.15482722799999998,38,0,0.51995667,15600.0,7,0,2,1,0.0
0,0.52991808,60,0,1.200799867,7800.0,9,0,5,0,1.0
1,1.19999988,31,1,0.209244222,2080.0,3,1,0,0,0.0
1,0.287847282,48,0,0.184094256,11473.800000000001,9,0,0,1,0.0
0,0.0725747448,70,0,0.042526182,4095.0,3,0,0,0,0.0
0,0.7882618188,55,0,5.0,7020.0,13,0,2,0,0.0
0,0.006399573600000001,89,0,2.0,7020.0,1,0,0,0,0.0
0,0.021359243999999996,65,0,0.017158338,4317.3,9,0,0,0,1.0
